ja_tsv	zhCN_tsv	confidence	state	charaNo	messageId	message_scope	cn_keys	contains_at_marker	requires_runtime_capture
ん～ワタシ、お饅頭が食べたいなー	嗯~我好想吃馒头啊。	key_aligned	new	1006	9	character_profile_or_lobby	vo_char_1006_00_09_hca	False	True
アイスを切らすと長女さんを冷やせないっす	不把冰糕给用完的话可没法让长女冷静下来	key_aligned	new	1022	10	character_profile_or_lobby	vo_char_1022_00_10_hca	False	True
アイドル坂…頂点は、はてなく遠い…！	偶像之坡道…的顶点，不可触及的遥远…！	key_aligned	new	1109	7	character_profile_or_lobby	vo_char_1109_00_07_hca	False	True
アタシ…なんで魔法少女になったんだっけ…	我……是为了什么而成为魔法少女的来着……	key_aligned	new	1010	7	character_profile_or_lobby	vo_char_1010_00_07_hca	False	True
アタシがこういうの好きとか…変だろ…！	我喜欢这种东西……是不是很奇怪……！	key_aligned	new	1010	9	character_profile_or_lobby	vo_char_1010_00_09_hca	False	True
アタシの愛読書？もちろん、預金通帳だよ！	我很爱读书？当然了，因为这是存折啦！	key_aligned	new	3020	6	character_profile_or_lobby	vo_char_3020_00_06_hca	False	True
アタシはケチじゃないの！節約家なの！	我才不是小气！是节约啦！	key_aligned	new	3020	7	character_profile_or_lobby	vo_char_3020_00_07_hca	False	True
アタシ特製のドリンクは元気になる！	喝了我特制的饮料就能变精神了！	key_aligned	new	3020	9	character_profile_or_lobby	vo_char_3020_00_09_hca	False	True
アッハハ！アリナはアリナの美を見つけた！	啊哈哈！阿莉娜找到了阿莉娜的美！	key_aligned	new	1108	7	character_profile_or_lobby	vo_char_1108_00_07_hca	False	True
アニメ、マンガ、ゲーム、勉強しないとな	动漫、漫画、游戏，得学习才行啊。	key_aligned	new	1016	8	character_profile_or_lobby	vo_char_1016_00_08_hca	False	True
アリナの作品になる価値も@ないんですケド	连变成阿莉娜的作品的价值都没有。	key_aligned	new	1008	46	battle_result	vo_char_1008_00_46_hca	True	True
アリナはアリナのスランプを認めないカラ！	阿莉娜不会承认自己陷入低谷的！	key_aligned	new	1008	11	character_profile_or_lobby	vo_char_1008_00_11_hca	False	True
アリナは見たい、ベストアートを…！	阿莉娜想看到最棒的作品……！	key_aligned	new	1008	6	character_profile_or_lobby	vo_char_1008_00_06_hca	False	True
アリナも人間だカラ、この美を追い求めた…	阿莉娜也是人，所以追求着这份美……	key_aligned	new	1108	11	character_profile_or_lobby	vo_char_1108_00_11_hca	False	True
アリナ先輩、絵の描き方を教えて欲しいの！	阿莉娜学姐，可以教我画画吗！	key_aligned	new	1012	7	character_profile_or_lobby	vo_char_1012_00_07_hca	False	True
アンタ、なかなかやるじゃん	你做得还不错嘛。	key_aligned	new	1009	44	battle_result	vo_char_1009_00_44_hca	False	False
アンタのおかげでしょ。ありがと	多亏有你。谢谢。	key_aligned	new	1009	45	battle_result	vo_char_1009_00_45_hca	False	False
アンタは色々、溜め込むのが早そうだからさ	你的负面感情积累得太快了。	key_aligned	new	2006	6	character_profile_or_lobby	vo_char_2006_00_06_hca	False	True
ウチは、本当に今のままでいいのかな…	我真的可以这样吗……	key_aligned	new	1118	8	character_profile_or_lobby	vo_char_1118_00_08_hca	False	True
ウツボカズラ…うう、ウツボカズラが…！	猪笼草…呜呜，猪笼草啊…！	key_aligned	new	1109	12	character_profile_or_lobby	vo_char_1109_00_12_hca	False	True
ウホッ、ホーウ…何させるんですか！	呜吼……吼哇……这是让我干嘛啦！	key_aligned	new	1201	7	character_profile_or_lobby	vo_char_1201_00_07_hca	False	True
エキサイティングなショーの幕開けだ！	激动人心的表演开始啦！	key_aligned	new	3003	12	character_profile_or_lobby	vo_char_3003_00_12_hca	False	True
エリザでいいですわ、タルト	叫我爱丽莎就好了，塔鲁特。	key_aligned	new	4026	8	character_profile_or_lobby	vo_char_4026_00_08_hca	False	True
オレの戦い方？相手がバーンと来たらゴンよ！	我的战斗方式？\n对手要是敢冒头就咚地砸下去！	key_aligned	new	1005	9	character_profile_or_lobby	vo_char_1005_00_09_hca	False	True
カッコよくなっちゃえばいいんだよ！	只要变得帅气就够了呀！	key_aligned	new	2001	12	character_profile_or_lobby	vo_char_2001_00_12_hca	False	True
カーテンコールで終いやな	在欢声中谢幕吧	key_aligned	new	1041	44	battle_result	vo_char_1041_00_44_hca	False	False
ガラスの靴…私にもあったらいいのに…	玻璃鞋……如果我也有一双就好了啊……	key_aligned	new	1030	6	character_profile_or_lobby	vo_char_1030_00_06_hca	False	True
ガンガン行くしかないか！ノリで！	只好凭着这股劲头！冲呀！	key_aligned	new	3006	10	character_profile_or_lobby	vo_char_3006_00_10_hca	False	True
キミのためなら何にだってなってみせるよ！	为了你，我什么都可以做！	key_aligned	new	4002	11	character_profile_or_lobby	vo_char_4002_00_11_hca	False	True
キュゥちゃんって呼ぶの変かなぁ？	把丘比叫作小丘，会不会有点奇怪呢？	key_aligned	new	4032	9	character_profile_or_lobby	vo_char_4032_00_09_hca	False	True
キューブ…あなた天使だったの？	丘卜……你就是天使吗？	key_aligned	new	4022	7	character_profile_or_lobby	vo_char_4022_00_07_hca	False	True
キリサキさんの噂かぁ…ちょっと怖いね	开膛手的传闻吗……稍微有点可怕呢。	key_aligned	new	4032	8	character_profile_or_lobby	vo_char_4032_00_08_hca	False	True
クラスのみんなには、内緒だよっ！	要对班级里的大家保密哦！	key_aligned	new	2001	11	character_profile_or_lobby	vo_char_2001_00_11_hca	False	True
クリスマスの雰囲気って、あたし好き！	圣诞节的气氛，我很喜欢！	key_aligned	new	3501	6	character_profile_or_lobby	vo_char_3501_00_06_hca	False	True
ケアトレーラーも立派になったもんやわ	调整用房车也变得有模有样了啊	key_aligned	new	1041	7	character_profile_or_lobby	vo_char_1041_00_07_hca	False	True
ケンカで…場数だけは踏んでるから…	因为打架……已经打出经验了……	key_aligned	new	3049	43	battle_result	vo_char_3049_00_43_hca	False	False
ケンカ売ってきたのは、そっちでしょ⁉	挑起争端的明明是另一方吧!?	key_aligned	new	1009	10	character_profile_or_lobby	vo_char_1009_00_10_hca	False	True
ゲームオーバー！@早くお家に帰りなよ～？	Game Over！快点回家去吧~？	key_aligned	new	1023	45	battle_result	vo_char_1023_00_45_hca	True	True
コツコツやっていかないとね！	只能踏踏实实地去练了呢！	key_aligned	new	1101	45	battle_result	vo_char_1101_00_45_hca	False	False
シット…生きてるなんて…	烂透了……居然还活着……	key_aligned	new	1008	10	character_profile_or_lobby	vo_char_1008_00_10_hca	False	True
スカーフはショコラティエの魂なのです	领巾是巧克力甜点师的灵魂的说。	key_aligned	new	2700	11	character_profile_or_lobby	vo_char_2700_00_11_hca	False	True
スッキリさっぱりだなっ！	干脆利落！	key_aligned	new	1010	43	battle_result	vo_char_1010_00_43_hca	False	False
タルトは本当に、欲がない子よね	塔鲁特真是个无欲无求的人。	key_aligned	new	4022	9	character_profile_or_lobby	vo_char_4022_00_09_hca	False	True
ダス・エンデ…おしまい	Das Ende……结束。	key_aligned	new	4026	45	battle_result	vo_char_4026_00_45_hca	False	False
ツキがなかったですね？	运气用完了吧？	key_aligned	new	3017	44	battle_result	vo_char_3017_00_44_hca	False	False
トリックオアじゃなくてトリックアンドなの	不是Trick or而是and的说	key_aligned	new	1012	12	character_profile_or_lobby	vo_char_1012_00_12_hca	False	True
ドキドキしたいんだよねー、あーしは！	我想要心动的感觉——！	key_aligned	new	3006	12	character_profile_or_lobby	vo_char_3006_00_12_hca	False	True
ハァ、@想像しただけでゾックゾクするぅ…	哈，光想想就兴奋了……	key_aligned	new	1108	44	battle_result	vo_char_1108_00_44_hca	True	True
ハロウィンはわたしを生んだ特別な日なの	万圣节，是我诞生的特别的日子。	key_aligned	new	1012	9	character_profile_or_lobby	vo_char_1012_00_09_hca	False	True
バ、バナナボートとは…何でございますか？	香、香蕉船……那是什么？	key_aligned	new	1118	7	character_profile_or_lobby	vo_char_1118_00_07_hca	False	True
バナナボートは@重たいのでございます…	香蕉船是真的好重……	key_aligned	new	1118	44	battle_result	vo_char_1118_00_44_hca	True	True
バランス良いだろっ？アタシらのチーム！	我们的团队能力很均衡，对吧？	key_aligned	new	1010	11	character_profile_or_lobby	vo_char_1010_00_11_hca	False	True
バーロー！それでも日の本の人間か？	バーロー！それでも日の本の人間か？	key_aligned	new	3058	12	character_profile_or_lobby	vo_char_3058_00_12_hca	False	True
ビート板があれば、私でも無敵です！	只要有浮板，我也能无敌了！	key_aligned	new	1101	12	character_profile_or_lobby	vo_char_1101_00_12_hca	False	True
フールガールのスチューピッドコミックが…	笨女孩的蠢漫画……	key_aligned	new	1108	10	character_profile_or_lobby	vo_char_1108_00_10_hca	False	True
フールガールの好きな漫画もフールだヨネ…	Fool girl喜欢的漫画也笨笨的……\n但还不坏……	key_aligned	new	1008	7	character_profile_or_lobby	vo_char_1008_00_07_hca	False	True
プレゼントはもう決めてんだよねー	礼物已经选好了吧——	key_aligned	new	3501	7	character_profile_or_lobby	vo_char_3501_00_07_hca	False	True
ベストアートのために、@いつか全てを包み込むカラ	为了做出最棒的作品，总有一天要把一切都包\n进去。	key_aligned	new	1108	45	battle_result	vo_char_1108_00_45_hca	True	True
ベタ甘なドラマでもいいじゃないですか～	甜掉牙的肥皂剧也不错嘛~	key_aligned	new	1006	12	character_profile_or_lobby	vo_char_1006_00_12_hca	False	True
ホッとしたら力抜けちゃった	放心下来就有种脱力感了。	key_aligned	new	3016	45	battle_result	vo_char_3016_00_45_hca	False	False
マギアストーン…でも、お高いんでしょう？	魔法石……但是，很贵吧？	key_aligned	new	1201	8	character_profile_or_lobby	vo_char_1201_00_08_hca	False	True
マジかっ、もうこんな時間…!?	真假，都这个时间了!?	key_aligned	new	3501	12	character_profile_or_lobby	vo_char_3501_00_12_hca	False	True
マジカルきりんは、思い出の漫画なの	魔法希凛，是满载回忆的漫画。	key_aligned	new	1012	6	character_profile_or_lobby	vo_char_1012_00_06_hca	False	True
マツリは…どうしたらいいの？	我要……怎么做才好呢？	key_aligned	new	4032	11	character_profile_or_lobby	vo_char_4032_00_11_hca	False	True
ヤッバ！これってマジ魔法じゃね？	天啊！这不是真正的魔法嘛？	key_aligned	new	3006	6	character_profile_or_lobby	vo_char_3006_00_06_hca	False	True
ユニオン…灯花様もねむ様もいるけど…	联盟……虽然灯花和音梦大人都在那，但……	key_aligned	new	1030	12	character_profile_or_lobby	vo_char_1030_00_12_hca	False	True
ヨウ化カリウム…これこそがマジックの種だ	碘化钾……这才是魔法的种子。	key_aligned	new	3003	8	character_profile_or_lobby	vo_char_3003_00_08_hca	False	True
ラストアートワークはきっと一瞬になるヨネ	最终的艺术品只在转瞬之间。	key_aligned	new	1108	8	character_profile_or_lobby	vo_char_1108_00_08_hca	False	True
リア充が何だ！エタノールで爆発しやがれ！	现充算什么！我要用乙醇炸飞他们！	key_aligned	new	3003	9	character_profile_or_lobby	vo_char_3003_00_09_hca	False	True
リボンをかけて@できあがりなのです♪	系上丝带，出炉了的说♪	key_aligned	new	2700	44	battle_result	vo_char_2700_00_44_hca	True	True
レアなＣＤ、神浜でも見つかるかな…？	稀有的CD，能在神滨找到吗……？	key_aligned	new	2004	8	character_profile_or_lobby	vo_char_2004_00_08_hca	False	True
レナ、田んぼの様子見にいってくる！	玲奈，去看下稻田里的样子！	key_aligned	new	1109	11	character_profile_or_lobby	vo_char_1109_00_11_hca	False	True
レナだって…水波レナなんて、大っ嫌い…	玲奈……水波玲奈，真是太讨厌了……	key_aligned	new	1009	11	character_profile_or_lobby	vo_char_1009_00_11_hca	False	True
ワタシの心も、やっちゃんの心も救います	我要拯救自己，还有小八的心。	key_aligned	new	1006	8	character_profile_or_lobby	vo_char_1006_00_08_hca	False	True
ワタシの罪はワタシが背負います	我所背负的罪，我会一直背负下去。	key_aligned	new	1006	6	character_profile_or_lobby	vo_char_1006_00_06_hca	False	True
一仕事終わったわ	工作完成了呢。	key_aligned	new	2005	43	battle_result	vo_char_2005_00_43_hca	False	False
一件落着、って感じかな	算是告一段落了。	key_aligned	new	2004	43	battle_result	vo_char_2004_00_43_hca	False	False
一体、何が起きてるの…ここで…神浜市で…	到底发生了什么……这里……神滨市……	key_aligned	new	2005	11	character_profile_or_lobby	vo_char_2005_00_11_hca	False	True
一体ここは、どこなんでしょうか…？	这里到底是什么地方……？	key_aligned	new	2003	8	character_profile_or_lobby	vo_char_2003_00_08_hca	False	True
一度背負った罪は生涯下ろせないんですよ…	一度背负的罪孽将伴随一生呢…	key_aligned	new	1027	9	character_profile_or_lobby	vo_char_1027_00_09_hca	False	True
一応…泳ぎ切れた…かな？	算是……游到终点了……吧？	key_aligned	new	1101	43	battle_result	vo_char_1101_00_43_hca	False	False
三人一緒の方が楽しいよ、きっと！	三个人一起肯定就更快乐了！	key_aligned	new	3015	6	character_profile_or_lobby	vo_char_3015_00_06_hca	False	True
上手く戦えました、私…？	我战斗得还好吗……？	key_aligned	new	2003	46	battle_result	vo_char_2003_00_46_hca	False	False
中二病がバレたら…終わり…	中二病がバレたら…終わり…	key_aligned	new	3056	9	character_profile_or_lobby	vo_char_3056_00_09_hca	False	True
主観を排することで見えてくるものもあるよ	有时会有将自己的主观排除在外才能看到的事\n物	key_aligned	new	3038	8	character_profile_or_lobby	vo_char_3038_00_08_hca	False	True
人間の強さは根っこの部分で同じなんだよね	人的强大就跟树的根部是一样的嘛。	key_aligned	new	1003	7	character_profile_or_lobby	vo_char_1003_00_07_hca	False	True
人類進化の道を閉ざすのは許さない！	绝不允许关上人类进化的道路！	key_aligned	new	1007	46	battle_result	vo_char_1007_00_46_hca	False	False
今の私、最強でしょ！	现在的我，就是最强吧！	key_aligned	new	1003	46	battle_result	vo_char_1003_00_46_hca	False	False
今まで何やってきたんですか？	今まで何やってきたんですか？	key_aligned	new	1040	45	battle_result	vo_char_1040_00_45_hca	False	False
今回こそはきっと…鹿目さんを救う…！	这次一定要……救下鹿目同学……！	key_aligned	new	2003	12	character_profile_or_lobby	vo_char_2003_00_12_hca	False	True
今回は参加型のインスタレーションなワケ	这次是可以参加的装置艺术作品。	key_aligned	new	1108	9	character_profile_or_lobby	vo_char_1108_00_09_hca	False	True
今年の初夢は、ちょっと不思議だったわねぇ	今年的初梦，有点奇异呢。	key_aligned	new	1117	11	character_profile_or_lobby	vo_char_1117_00_11_hca	False	True
今日のヒーローはわたしだよ！	今天的英雄是我哦！	key_aligned	new	1026	44	battle_result	vo_char_1026_00_44_hca	False	False
今日は公民館でボランティアなんですよっ	今天要去公民馆当志愿者哦	key_aligned	new	1027	11	character_profile_or_lobby	vo_char_1027_00_11_hca	False	True
今日も、放課後は美術館に行く予定です～！	今天放学后，也打算去美术馆！	key_aligned	new	3033	9	character_profile_or_lobby	vo_char_3033_00_09_hca	False	True
代わりにライフタイムは頂いたカラ	作为代价，就拿走你的寿命了。	key_aligned	new	1108	43	battle_result	vo_char_1108_00_43_hca	False	False
仮にもアタシは先輩だぞ！	再怎么说我也是前辈呀！	key_aligned	new	3003	10	character_profile_or_lobby	vo_char_3003_00_10_hca	False	True
仮説が証明されたな！	假设成立！	key_aligned	new	3003	44	battle_result	vo_char_3003_00_44_hca	False	False
任せろよ！オレ、ムチャクチャ強いから！	交给我来！我巨强无比！	key_aligned	new	1005	10	character_profile_or_lobby	vo_char_1005_00_10_hca	False	True
伝説のショコラを求めて、旅に出るのです	为了追寻传说的巧克力而出门旅行的说。	key_aligned	new	2700	7	character_profile_or_lobby	vo_char_2700_00_07_hca	False	True
何だ、もう終わりなのか？	怎么了，这就结束了？	key_aligned	new	4002	43	battle_result	vo_char_4002_00_43_hca	False	False
何で…？何で出て行ったりしたの？	为什么……？为什么要离开呢？	key_aligned	new	3016	12	character_profile_or_lobby	vo_char_3016_00_12_hca	False	True
何とか勝てたようね	总之是胜利了。	key_aligned	new	4022	43	battle_result	vo_char_4022_00_43_hca	False	False
何度やっても同じよ	不管多少次都是一样。	key_aligned	new	4031	45	battle_result	vo_char_4031_00_45_hca	False	False
信じてくれたのは、吉良だけだった…	愿意相信我的，只有吉良一个人…	key_aligned	new	3038	7	character_profile_or_lobby	vo_char_3038_00_07_hca	False	True
信じようが信じまいが、それは貴方の自由	信或者不信都是你的自由。	key_aligned	new	4031	6	character_profile_or_lobby	vo_char_4031_00_06_hca	False	True
値切らんし、値切らせもせんわ！	不讲价！不议价！	key_aligned	new	1041	9	character_profile_or_lobby	vo_char_1041_00_09_hca	False	True
僕の物語は終わりを知らないんだよ	我的故事，可没有什么终结。	key_aligned	new	1014	45	battle_result	vo_char_1014_00_45_hca	False	False
光を消させはしない	我不会让你掩盖光明的。	key_aligned	new	4022	46	battle_result	vo_char_4022_00_46_hca	False	False
全ての勝利は@我ら二木の魔法少女のために！	所有的胜利都是为了我们二木的魔法少女！	key_aligned	new	1022	46	battle_result	vo_char_1022_00_46_hca	True	True
全アイドル力、出しきったわ！	全部的偶像力，都发挥出来了！	key_aligned	new	1109	46	battle_result	vo_char_1109_00_46_hca	False	False
全部キレイにできれば、きっと気持ちいいわ	如果能完全净化，一定很舒服哦。	key_aligned	new	1017	12	character_profile_or_lobby	vo_char_1017_00_12_hca	False	True
冷蔵庫は３秒で閉めるのがルールだよ！	冰箱打开三秒就得关上，这是规定！	key_aligned	new	3020	11	character_profile_or_lobby	vo_char_3020_00_11_hca	False	True
出てこい、私の言葉。私の声…！	快说出我想说的话，我的声音……！	key_aligned	new	3025	12	character_profile_or_lobby	vo_char_3025_00_12_hca	False	True
刀の展示室に沙優希ちゃんが来てますね	沙优希来刀剑的展览区了呢。	key_aligned	new	3032	8	character_profile_or_lobby	vo_char_3032_00_08_hca	False	True
初詣って、うきうきするよね…！	新年参拜，真让人兴奋啊……！	key_aligned	new	2100	10	character_profile_or_lobby	vo_char_2100_00_10_hca	False	True
初詣にはぴったりの、穏やかな天気ね～	是正适合初次参拜的平静天气呢~	key_aligned	new	1117	6	character_profile_or_lobby	vo_char_1117_00_06_hca	False	True
別に…やちよの家の様子を…見てた訳じゃ…	倒不是……想看八千代家里的情况……	key_aligned	new	3049	7	character_profile_or_lobby	vo_char_3049_00_07_hca	False	True
別にこそこそしてるつもりはないわ…	我没想偷偷摸摸……\n只不过是收集情报而已。	key_aligned	new	3026	9	character_profile_or_lobby	vo_char_3026_00_09_hca	False	True
前へ進む…ただそれだけよ	向前进……就这么简单。	key_aligned	new	3026	46	battle_result	vo_char_3026_00_46_hca	False	False
創造の全ては皆のために	创造，是为了全体。	key_aligned	new	1014	46	battle_result	vo_char_1014_00_46_hca	False	False
動いたっ、ぼくのプログラムで…！	动了，它靠我的程序动起来了……！	key_aligned	new	1029	12	character_profile_or_lobby	vo_char_1029_00_12_hca	False	True
勝ち…！…ました…はい…！	我……！……赢了……嗯！	key_aligned	new	3025	43	battle_result	vo_char_3025_00_43_hca	False	False
勝ちたければ、ぜひ調整屋に	勝ちたければ、ぜひ調整屋に	key_aligned	new	1040	44	battle_result	vo_char_1040_00_44_hca	False	False
勝ちました！@はぁ～…やれやれなのです…	胜利了！哈啊……真是的……	key_aligned	new	2007	43	battle_result	vo_char_2007_00_43_hca	True	True
勝ったー！…で、いいよね？	赢了！还不错吧？	key_aligned	new	3015	45	battle_result	vo_char_3015_00_45_hca	False	False
勝てた…！少し自信を持てるかも	赢了……！说不定，我能稍微有点自信了。	key_aligned	new	1030	45	battle_result	vo_char_1030_00_45_hca	False	False
勝利、いただいたよ	这场胜利归我了。	key_aligned	new	2006	43	battle_result	vo_char_2006_00_43_hca	False	False
勝利、まいどあり！	胜利，谢谢惠顾！	key_aligned	new	3020	43	battle_result	vo_char_3020_00_43_hca	False	False
勝者は未来が決めるのよ	胜者决定未来	key_aligned	new	3038	44	battle_result	vo_char_3038_00_44_hca	False	False
勝負は度胸です！	胜负取决于胆量！	key_aligned	new	3017	45	battle_result	vo_char_3017_00_45_hca	False	False
千秋屋のおかず、試食で一口どうですか？	千秋屋的小菜，要试吃一口吗？	key_aligned	new	3035	7	character_profile_or_lobby	vo_char_3035_00_07_hca	False	True
千秋屋の看板は@簡単に背負えるものじゃないです！	千秋屋的看板娘才不会轻易就骄傲呢！	key_aligned	new	3035	46	battle_result	vo_char_3035_00_46_hca	True	True
協力プレー…って、思っていい…？	合作演奏……可以这样认为吗？	key_aligned	new	3049	45	battle_result	vo_char_3049_00_45_hca	False	False
危機一髪ってとこだったね	真是千钧一发呀。	key_aligned	new	2004	44	battle_result	vo_char_2004_00_44_hca	False	False
叔父様は何を見てどこに消えたのかな…	叔父大人看到了什么，又消失在哪里了呢……	key_aligned	new	1007	12	character_profile_or_lobby	vo_char_1007_00_12_hca	False	True
古い慣習の軛から、どうか解かれますように	但愿我们都能从旧习的桎梏中挣脱出来	key_aligned	new	1027	12	character_profile_or_lobby	vo_char_1027_00_12_hca	False	True
可愛いでしょ、私のフローレンス	很可爱吧，我的佛罗伦斯。	key_aligned	new	2500	10	character_profile_or_lobby	vo_char_2500_00_10_hca	False	True
名前はかずみ。苗字はまだ思い出せないんだ	我叫和美。姓，我还没有想起来。	key_aligned	new	4011	11	character_profile_or_lobby	vo_char_4011_00_11_hca	False	True
命拾いしたわね、あなたたち	你们真是捡了一条命。	key_aligned	new	2002	44	battle_result	vo_char_2002_00_44_hca	False	False
哀れな子羊よ、安らかに…	哀れな子羊よ、安らかに…	key_aligned	new	3056	43	battle_result	vo_char_3056_00_43_hca	False	False
喝!!	喝!!	key_aligned	new	3058	44	battle_result	vo_char_3058_00_44_hca	False	False
報酬はメダルチョコでお願いするのです	报酬想要奖牌巧克力的说。	key_aligned	new	2700	6	character_profile_or_lobby	vo_char_2700_00_06_hca	False	True
夏の暑さでバテる性質じゃないんでね	我可不是会被夏天热倒的类型。	key_aligned	new	2600	45	battle_result	vo_char_2600_00_45_hca	False	False
夏休み？あたしには関係ないね	暑假？这跟我无关啦。	key_aligned	new	2600	7	character_profile_or_lobby	vo_char_2600_00_07_hca	False	True
外の世界ってすごい…	外面的世界好厉害啊……	key_aligned	new	1015	6	character_profile_or_lobby	vo_char_1015_00_06_hca	False	True
夜の海って、ちょっと怖いですね…	晚上的大海，有点可怕啊……	key_aligned	new	2300	11	character_profile_or_lobby	vo_char_2300_00_11_hca	False	True
夢を見せるのがアイドルの役目よ…！	让大家看到梦想可是偶像的职责哦…！	key_aligned	new	1109	6	character_profile_or_lobby	vo_char_1109_00_06_hca	False	True
大丈夫。私が…守るから	没问题。我会保护你的。	key_aligned	new	3016	46	battle_result	vo_char_3016_00_46_hca	False	False
大丈夫って…信じてたから	没问题的……我相信！	key_aligned	new	1001	44	battle_result	vo_char_1001_00_44_hca	False	False
大丈夫大丈夫！きっと大丈夫！	没问题没问题！一定没问题的！	key_aligned	new	3015	8	character_profile_or_lobby	vo_char_3015_00_08_hca	False	True
大丈夫大丈夫！報酬なんてちょっとだからさ！	放心放心！报酬要得不多！	key_aligned	new	1005	8	character_profile_or_lobby	vo_char_1005_00_08_hca	False	True
大人の味は、ちょっと苦手なのです…	苦味的纯巧克力，有点受不了的说……	key_aligned	new	2700	10	character_profile_or_lobby	vo_char_2700_00_10_hca	False	True
大切だからっ…！本音でぶつかるんだよ！	正因为是重要的人…！\n所以才要说真心话啊！	key_aligned	new	1001	10	character_profile_or_lobby	vo_char_1001_00_10_hca	False	True
大物、無事釣れました！	顺利钓上来一条大鱼了！	key_aligned	new	2300	46	battle_result	vo_char_2300_00_46_hca	False	False
天使様もそう私に教えてくださっています	天使大人也是那样告诉我的。	key_aligned	new	4021	11	character_profile_or_lobby	vo_char_4021_00_11_hca	False	True
天然ボケ？キャラクター？…です～？	天然呆？人设？	key_aligned	new	3033	12	character_profile_or_lobby	vo_char_3033_00_12_hca	False	True
奇跡ならもう起こってくださっています	如果是奇迹，那么它已经发生了。	key_aligned	new	4021	6	character_profile_or_lobby	vo_char_4021_00_06_hca	False	True
奇跡も、魔法も、あるんだよ	奇迹和魔法，都是存在的哟。	key_aligned	new	2004	12	character_profile_or_lobby	vo_char_2004_00_12_hca	False	True
姉さまの部屋に住みた～い！快適すぎる～！	好想住在姐姐大人的屋子里呀~！太舒适了~\n！	key_aligned	new	1023	6	character_profile_or_lobby	vo_char_1023_00_06_hca	False	True
嫌われるのが怖くて…自分に嘘をついた	因为害怕被别人讨厌……\n就违背了自己的内心……	key_aligned	new	1001	8	character_profile_or_lobby	vo_char_1001_00_08_hca	False	True
宇宙はわたくしにとって唯一の自由なんだよ	宇宙是我唯一的自由哦。	key_aligned	new	1007	8	character_profile_or_lobby	vo_char_1007_00_08_hca	False	True
安定して釣れるようになりました！	变得能够稳定钓上来了！	key_aligned	new	2300	45	battle_result	vo_char_2300_00_45_hca	False	False
安心しろ、あたしは死なねえから	安心しろ、あたしは死なねえから	key_aligned	new	3058	45	battle_result	vo_char_3058_00_45_hca	False	False
実に虚しい勝利だ…	実に虚しい勝利だ…	key_aligned	new	3056	46	battle_result	vo_char_3056_00_46_hca	False	False
実験大成功だ！	实验成功了！	key_aligned	new	3003	46	battle_result	vo_char_3003_00_46_hca	False	False
客観的でいる方が、気が楽なのよ	保持客观，才更为轻松哦	key_aligned	new	3038	11	character_profile_or_lobby	vo_char_3038_00_11_hca	False	True
宣伝だけじゃなく、@戦闘も慣れて来たかな？	不只是宣传，也是来熟悉战斗的吧？	key_aligned	new	1201	45	battle_result	vo_char_1201_00_45_hca	True	True
家に帰らなきゃね！	我得回家去了！	key_aligned	new	3020	46	battle_result	vo_char_3020_00_46_hca	False	False
寺生まれ、ナメんなよ	寺生まれ、ナメんなよ	key_aligned	new	3058	43	battle_result	vo_char_3058_00_43_hca	False	False
少しは幸せになれたかしら？	稍微幸福一点了吗？	key_aligned	new	2500	43	battle_result	vo_char_2500_00_43_hca	False	False
平気平気、人間に肩入れする気はあれへんし	不用担心，我可没打算要特别支援别人	key_aligned	new	1041	10	character_profile_or_lobby	vo_char_1041_00_10_hca	False	True
店長から電話だ、@すぐにバイトに行く！	店长打电话来了，得马上去店里！	key_aligned	new	1016	44	battle_result	vo_char_1016_00_44_hca	True	True
弟は姉弟という名の他人のような関係かな	只是名为姐弟\n却形同陌路的关系而已。	key_aligned	new	1014	9	character_profile_or_lobby	vo_char_1014_00_09_hca	False	True
強いお姉ちゃんになれたかな	是不是变成了厉害的姐姐了呢？	key_aligned	new	1001	46	battle_result	vo_char_1001_00_46_hca	False	False
強くなったら何でもやれるでしょ！	只要变强就什么都能做到了吧！	key_aligned	new	1003	8	character_profile_or_lobby	vo_char_1003_00_08_hca	False	True
強くなって出直してこい！	強くなって出直してこい！	key_aligned	new	3058	46	battle_result	vo_char_3058_00_46_hca	False	False
当たり前だろう？	这是当然的吧？	key_aligned	new	4002	44	battle_result	vo_char_4002_00_44_hca	False	False
役に立てるようになったかな	是不是能帮上忙了呢？	key_aligned	new	1015	46	battle_result	vo_char_1015_00_46_hca	False	False
心は…空気に伝わって…周りに伝播する…	心情……会透过空气……传递给四周……	key_aligned	new	3049	12	character_profile_or_lobby	vo_char_3049_00_12_hca	False	True
必ず無事に、この結界から連れ帰ってやる	我一定会把你安全带出这个结界。	key_aligned	new	3003	11	character_profile_or_lobby	vo_char_3003_00_11_hca	False	True
必ず生き延びてみせる…	我一定会活下去……	key_aligned	new	3026	43	battle_result	vo_char_3026_00_43_hca	False	False
必要なのは調整？アイテム？わたし？	需要调整？道具？还是我？	key_aligned	new	1017	7	character_profile_or_lobby	vo_char_1017_00_07_hca	False	True
怪しくなってきましたね…雲行きが	形势……变得奇怪了呢……	key_aligned	new	3017	7	character_profile_or_lobby	vo_char_3017_00_07_hca	False	True
息ピッタリだったね！	很合拍呢！	key_aligned	new	4011	45	battle_result	vo_char_4011_00_45_hca	False	False
悪いか！アイドルはアタシの憧れなんだよ！	不好吗！我就是憧憬着偶像！	key_aligned	new	1010	6	character_profile_or_lobby	vo_char_1010_00_06_hca	False	True
